Type,Category,Title,Author,URL,Description,Topic ID,Rating Avg,Rating Value
Undocu,APDL,*VSCFUN,,http://ansys.net/,"<i>*VSCFUN,LocPar,POS,myarray(1),compare,myvalue,tolerance</i><br>
Determines position in array of value ""myvalue"" in array ""myarray"" and returns in LocPar.  ""compare"" can be any comparison operator, such as GE, GT, LE, and LT.  The first occurrence will be returned.  ""1"" will be returned for no match.  ""tolerance"" (default 1e-6) sets the tolerance for a match.  [Note that EQ comparison is valid for 5.7 and 6.0 but was removed in 6.1 because it returns only first match.]<p></p>Example:<br>*dim,a,,5<br>a(1)=1,2,3,4,5<br>*vscfun,b,POS,a(1),ge,3<br>Returns ""3"" for third index/position.
",649,10,9
Undocu,APDL,*DEL,,http://ansys.net/,"<i>*del,array,,NOPR</i><br>
Silently deletes an array using undocumented ""NOPR"" argument.",650,9.285714286,35
Macros,Workbench,EngineeringChecker,"(ANSYS, Inc.)",http://ansys.net/macros/EngineeringChecker.js,"<i>""This file determines if the displacement for a total deformation result is greater than 1/10 of the diagonal of the geometry's bounding box.  If it is greater, a comment is added to the ""solution"" node of the tree.  The comment will tell how much greater than the diagonal of the bounding box the displacement is.""</i><br>
One of the sample DesignSpace 6 macros provided, which can be found in the installation directory.  Use ""Tools > Run Macro"" to run this macro. ",651,10,8
Macros,Workbench,ExportBranchAsShortcut,"(ANSYS, Inc.)",http://ansys.net/macros/ExportBranchAsShortcut.js,"<i>""When run from DesignSpace, this script writes out a JScript shortcut file that can recreate the active branch contents on demand.""</i><br>
One of the sample DesignSpace 6 macros provided, which can be found in the installation directory.  Use ""Tools > Run Macro"" to run this macro.",652,8.75,4
Macros,Workbench,FindContactsAttachedToParts,"(ANSYS, Inc.)",http://ansys.net/macros/FindContactsAttachedToParts.js,"<i>""This file determines which contacts are associated with each part in a selected model.  A comment is added to the ""model"" node of each active branch in the tree which lists the parts and the contacts associated with it.  This macro will only work if the model has more than one part in it.""</i><br>
One of the sample DesignSpace 6 macros provided, which can be found in the installation directory.  Use ""Tools > Run Macro"" to run this macro.",653,8.571428571,7
Macros,Workbench,FindFreeStandingPartsInTree,"(ANSYS, Inc.)",http://ansys.net/macros/FindFreeStandingPartsInTree.js,"<i>""This file determines which parts in a selected model have no contacts associated with it. If the part has no contacts associated with it, that part will be selected in the tree. This macro will only work if the model has more than one part in it.<br> This macro should be used at the model level or below.  It is not intended for use at the project level or for multiple levels.""</i><br>
One of the sample DesignSpace 6 macros provided, which can be found in the installation directory.  Use ""Tools > Run Macro"" to run this macro.",654,10,5
Macros,Workbench,FindPartsWithNoContacts,"(ANSYS, Inc.)",http://ansys.net/macros/FindPartsWithNoContacts.js,"<i>""This file determines which parts in a selected model have no contacts associated with it.  If the part has no contacts associated with it, a check is also done to see if any supports are associated with that part.  A comment is added to the ""model"" node of each  selected branch in the tree.  The comment will contain the names of the parts with no contacts and it will also show an error if those parts have no supports.  This macro will only work if the model has more than one part in it.""</i><br>
One of the sample DesignSpace 6 macros provided, which can be found in the installation directory.  Use ""Tools > Run Macro"" to run this macro.",655,10,2
Undocu,Workbench,prefs.contourCount,,http://ansys.net/,"Add this line to your script file to be able to set the number of legend contours:<br>
prefs.contourCount = 4; // sets the number of contours to 4",656,10,4
Papers,Miscellaneous,Designing the Liquid-Nitrogen Injection Rakes for the European Transonic Windtunnel Project,Ian Glendinning,http://ansys.net/papers/9601-010.pdf,"Article from <i>Heat Engineering</i> magazine, back in 1993.  Static and transient stress and thermal analysis performed in ANSYS 4.4a.",657,10,3
Papers,Solvers,Shaping Optimization of Turbine Disk and Bearing Seal,Shen-Yeh Chen,http://ansys.net/papers/Intro05.ppt,Example of use of in-house optimization code with ANSYS to produce optimization of structures without parametric geometric information.,658,9.615384615,13
Papers,Civil,Analytical Modeling Of Glued Laminated Girder Bridges Using ANSYS,Anil Kurian,http://ansys.net/papers/kurian.pdf,"<i>""This paper aims at developing a finite element model of glued laminated girder bridges that can predict accurately the analytical behavior of the bridges. Two models have been developed to study the characteristics of this type of bridge. Two case studies have been considered to validate the accuracy of the models. The first case study is a long span single-lane bridge, the Tuscaloosa Bridge, in Alabama. The second case study is a medium span two-lane bridge, the Cow Gu lch Bridge, in Montana. The models show good correlation with the experimental data and hence, the models can be used to find the maximum deflections in the bridge.""</i><br>Use of ANSYS 5.0 (1992 version)",659,8.8,25
Papers,Publications,ANSYS News 1996 Issue 1,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_news_1996_1.pdf,"ANSYS News publication (1996).  This was the precursor to ""Analysis Solutions"" and, later, ""ANSYS Solutions"" magazines.",660,0,0
Papers,Publications,ANSYS News 1996 Issue 2,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_news_1996_2.pdf,"ANSYS News publication (1996).  This was the precursor to ""Analysis Solutions"" and, later, ""ANSYS Solutions"" magazines.",661,0,0
Papers,Publications,ANSYS News 1995 Issue 3,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_news_1995_3.pdf,"ANSYS News publication (1995).  This was the precursor to ""Analysis Solutions"" and, later, ""ANSYS Solutions"" magazines.",662,0,0
Papers,Publications,ANSYS News 1996 Issue 3,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_news_1996_3.pdf,"ANSYS News publication (1996).  This was the precursor to ""Analysis Solutions"" and, later, ""ANSYS Solutions"" magazines.",663,0,0
Papers,Publications,ANSYS News 1995 Issue 4,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_news_1995_4.pdf,"ANSYS News publication (1995).  This was the precursor to ""Analysis Solutions"" and, later, ""ANSYS Solutions"" magazines.",664,0,0
Papers,Publications,ANSYS 25th Anniversary,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys25b.pdf,"25th anniversary publication of ANSYS, Inc.",665,0,0
Tips,Workbench,DesignSpace Tutorial 1,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/tips/dspace_part.zip,Simple tutorial on analyzing parts using DesignSpace with focus on compatibility with SolidWorks.,666,9.420289855,69
Tips,Workbench,DesignSpace Tutorial 2,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/tips/dspace_assembly.zip,Simple tutorial on analyzing assemblies using DesignSpace with focus on compatibility with SolidWorks.,667,8.47826087,23
Macros,GeneralUse,TextPad APDL Syntax File,Bob Weathers (Trane),http://ansys.net/tips/APDL.syn,"APDL Syntax definitions for use with <a href=""http://www.textpad.com/"">TextPad</a> on Windows.  (Modified by Sheldon)",668,10,5
Tips,Sheldon APDL,APDL Coding Standards [PDF],"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/tips_sheldon/STI05_APDL_Coding_Standards.pdf,"<i>""Because of the flexibility and automation APDL (ANSYS Parametric Design Language) provides,
many users tend to write input files and macros in addition to using the GUI.<br>
There are currently no recognized â€˜standardsâ€™ of writing APDL macros or input files, although
there may exist standards within companies on APDL coding. The lack of APDL coding standards
may make inheriting someone elseâ€™s input files or macros more difficult. Also, parameter or
component conflicts may also arise when using multiple macros.<br>
This memo hopes to provide some ideas for groups or individuals wishing to develop APDL
standards in writing macros or input files.""</i><br>(Week 17, week of 02/18/02.)",669,10,24
Macros,Prep7,COUPLE_DOF,Jyotis Sardar (IIT MADRAS),http://ansys.net/macros/couple_dof.mac,"<i>""Here's a macro I created, that will generate couples in the required DOF's, merely by prompting the user to pick the source and target lines.""</i>",670,8,10
Macros,Prep7 GeneralUse,JWASEL,Joe Woodward (PADT),http://ansys.net/macros/jwasel.mac,"This macro allows you to select the 'inside' surface of a volume, in case your volume has a 'void' inside of it.",671,10,4
Macros,Prep7,HELIX2,Raziel Vallejo (GE),http://ansys.net/macros/helix2.mac,A modified version of D. Shaffer's HELIX macro.,672,10,4
Macros,Emag,INDCTNC0,"Bill Bulat (ANSYS, Inc.)",http://ansys.net/macros/indctnc0.mac,"<i>""You may be able to modify the following macro to suit your needs. I use it
to calculate the inductance of excited MVP massive conductors. The volt DOF
in ANSYS is not physical voltage, it's the time integral of voltage.""</i>",673,10,11
Macros,Emag,EMF1,Mike Yaksh (NAC Int'l),http://ansys.net/macros/emf1.mac,"<i>""Example of computing the emf in a coil for a 2D planar model.  The last thing on the screen will be a plot of the EMF.  This macro cycles 
thought difference positions.  Some more details on the CEs can be found in the EMAG training guides.  One of the problems in the training uses the CEs for a sliding type application. Hope this helps.""</i><br>
Please see updated <a href=""?mycat=search&mytopicid=901"">EMF2</a> macro.",674,8.80952381,21
Macros,PostProc,MAVGTEMP,"Joe Metrisin (Florida Turbine Technologies, Inc.)",http://ansys.net/macros/mavgtemp.mac,"<i>""Here is a macro to calculate the mass average temperature of the selected elements.""</i>",675,10,7
Macros,Workbench,setScale,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/macros/setScale.js,"<i>""Attached is a quick hack of a macro to change the scaling for the deformed shape in DesignSpace v6. Edit the file and put in the scale factor you want, then use ""Tools > Run Macro..."" to run this.<br>
Please note that your Results toolbar will not be updated with this macro, and it will show whatever you had previously (like ""0.5:1
Automatic""). What I'd suggest doing is changing to 'undeformed' and then running this macro, so you know that it's your own specified scale factor, even though the Results toolbar says 'undeformed.'""</i>",676,10,6
Macros,Solution,BEARING,Mark Kessler (BAE Systems),http://ansys.net/macros/bearing.mac,"<i>""Applies a bearing load using discreet forces.  Written primarily to apply a bearing load to a model that has been tet meshed where using a pressure gradient would require rebuilding the model.""</i>
",677,8.703703704,27
Macros,Prep7,CPJOINS,Mark Kessler (BAE Systems),http://ansys.net/macros/cpjoins.mac,"<i>""A macro to create couples at coincident locations.""</i>",678,10,3
Macros,Prep7,CTPIPE3,Mark Kessler (BAE Systems),http://ansys.net/macros/ctpipe3.mac,"<i>""A macro to create a series of elements from one picked node to all other selected nodes.""</i>",679,0,0
Papers,Electronics,Time-Dependent Material Modeling for Finite Element Analyses of Flip Chips,"Frank Feustel, Steffen Wiese, Ekkehard Meusel",http://ansys.net/papers/51ectc_outstanding_poster.pdf,"<i>""Finite element analyses (FEA) have established as effective method for reliability assessment of flip chip assemblies. The simulation results are significantly dependent on the selected material models. Regarding flip chip assemblies, this statement mainly applies to the tin lead solder of the flip chip joints and the encapsulant â€“ the so-called underfill.<br>Comprehensive material data of eutectic solder were determined on real flip chip joints by TU Dresden. Based on these data three modeling approaches were evaluated (target platform was the FEA code ANSYS): viscoplasticity (Anand's model), power law creep (with 2 terms) + plasticity, and sinh law creep + plasticity (as user defined model in ANSYS).""</i>",680,9.285714286,7
Papers,Electronics,Underfill Constraint Effects during Thermo-Mechanical Cycling of Flip Chip Solder Joints,"I. Dutta, A. Gopinath, and C. Marshall",http://ansys.net/papers/SolderTMC.pdf,"<i>""The presence of an 'underfill' encapsulant between a micro-electronic device and the underlying substrate is known to substantially improve the thermal fatigue life of flip-chip solder joints, primarily due to load-transfer from the solder to the encapsulant. In this study, a new single joint-shear (SJS) test, which allows the measurement of the strain response of an individual solder ball during thermo-mechanical cycling (TMC), has been utilized to investigate the impact of the constraint imposed by the underfill on a solder-joint. Finite element modeling has been utilized to demonstrate that the SJS sample geometry captures most of the deformation characteristics of a flip-chip joint, and to provide insight into the experimental observations.""</i>",681,10,4
Papers,Aerospace Civil,Constellation Pathfinder: A University Nanosatellite,"C.D. Rayburn, H.E. Spence, H.E. Petschek, M. Bellino, J. Vickers, M. Murphy",http://ansys.net/papers/Rayburn_USU_Paper.pdf,"<i>""This paper updates the progress of the Constellation Pathfinder Mission (CPM) design. Specifically, preliminary results in areas including satellite design, orbital mechanics, thermal design, structural design, and attitude determination and control are discussed.""</i>",682,8.75,4
Undocu,StarGet,"*GET,,COMMON",,http://ansys.net/,"<i>*get,parmname,common,,cfprp7,,real,13</i><br>
Gets element edge length by ESIZE

<p><i>*get,parmname,common,,cfprp7,,int,63</i><br>
Gets number of element divisions specified by ESIZE</p>

",683,0,0
InputFile,StructuralDynamics,CYC_PRINC,Christian Semler (Mechanical Dynamics Ltd.),http://ansys.net/input/cyc_princ.inp,"<i>""Here is an input file which computes principal stresses for a particular sector from a cyclic symmetry analysis, on all corner nodes, without using the /CYCEXPAND command. This enables the use of the *VGET command, so further manipulations are possible.""</i>",684,9.25,120
Undocu,Miscellaneous,/UI,,http://ansys.net/,"<i>/ui,copy,save,png,graph,color,reverse,portrait,yes</i><br>
Generates a PNG file of the active contents of the ANSYS Graphics window [verified at 6.0].",685,10,4
Tips Undocu,Sheldon StructuralNonlin,Undocumented Hyperelastic Material Models at 5.7-6.1 [ZIP],"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/tips_sheldon/STI06_Undocumented_Hyperelastic_Models.zip,"<i>""From 5.7, the 18x series of elements support a variety of hyperelastic constitutive models, namely general polynomial, Mooney-Rivlin, Neo-Hookean, Arruda-Boyce, and Ogden. Four other models have been included in 5.7 onwards, although these are undocumented options for TB,HYPER. These four models consist of the Yeoh and Gent models for incompressible behavior and the Hyperfoam and Blatz-Ko options for compressible rubbers. This memo hopes to provide a summary of these material models and of the required input.""</i><br>(Week 18, week of 03/11/02.)",686,8,20
Undocu,Prep7,CPSGEN,,http://ansys.net/,"<i>CPSGEN,2,_ntot,all</i><br>
Generates/copies coupled sets (CPs).",687,10,2
Undocu,Prep7,CESGEN,,http://ansys.net/,"<i>CESGEN,2,_ntot,all</i><br>
Generates/copies constraint equations (CEs).",688,-2.5,2
Macros,Prep7,SCOPY,"Dave Rea (ANSYS, Inc.)",http://ansys.net/macros/scopy.mac,"Macro used to copy a meshed sector to a full 360 degree model.  Copies meshed solid model and merges nodes (can also edit to merge keypoints).  Also, an <a href=""macros/scopyexample.txt"">example file</a> is supplied.",689,10,1
Macros,PostProc,SHOWNRES,Hursha Narayan (Robert Bosch Corporation),http://ansys.net/macros/shownres.mac,"<i>""This macro takes an result parameter as input and shows the value at the corresponding group of nodes selected in the model.""</i>",690,10,3
Macros,TclTk GeneralUse,ASK,Navtej Singh (Intel),http://ansys.net/macros/ask.tcl,"<i>""You will be prompted with variable name and value in a single dialouge box.<br>
Enter the variable name upto 32 chars long.<br>
Enter the variable value upto 128 chars long.  Value can be numeric or string. No need to enter quotes for string.<br>
On clicking enter this script will set the variable name with the value in ANSYS properly either as a nummeric or string.""</i>",691,8.571428571,14
Macros,Prep7,AEXT,Juha Tyllinen (KONE Corporation),http://ansys.net/macros/aext.mac,This macro creates an area by 'extruding' line - Similar to ANSYS command VEXT.,692,10,7
Macros,Prep7 TclTk,IMPORTPARA,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/macros/importpara.tcl,"Example of use of Tcl/Tk to bring up custom dialog box to import parasolid files.<br>This could be used in an input file to automatically prompt the user to import a particular parasolid file through a dialog box.<br>It can be easily extended to include any Connection Kit product (ACIS/SAT, Pro/E, UG, CATIA, etc.).",693,8.611111111,18
Macros,PostProc,EFATIGUE,Hursha Narayan (Robert Bosch Corporation),http://ansys.net/macros/efatigue.mac,"<i>""I wrote this macro to make fatigue life prediction in Ansys more interactive and also to plot damage accumulation in a structure.  The macro works under Unix environment or with Unix utilities in Windows. The user has to make appropriate changes (very minimal) to the macro for it to work. I'm also including a <a href=""macros/sample.fatg"">sample file</a> that the macro uses to direct the user how to input material properties.""</i>",694,9.166666667,42
Macros,Prep7 GeneralUse,VTHICK,Rick Fischer (Marconi Communications),http://ansys.net/macros/vthick.mac,"<i>""This macro sets variable shell thickness based on thicknesses at corners of a surface.  Only problem is that the attributes are being applied as a real constant. But, rthick creates r cards, one for each element, with real numbers the same as the argument. This could overwrite the reals used for the attributes, depending on how the model is numbered.""</i>",695,10,1
Macros,PostProc,PRNWP,James Kosloski (CAEAI),http://ansys.net/macros/prnwp.mac,"<i>""Macro to align working plane with principal stress directions at a node""</i>",696,9.583333333,12
Macros,Prep7,MPSCALE,(CAEAI),http://ansys.net/macros/mpscale.mac,Macro to scale linear material property and put into new material number.,697,10,2
Macros,Prep7 GeneralUse,THICPLOT,Bill Newland (Bell Helicopter),http://ansys.net/macros/thicplot.mac,"<i>""This macro assigns pressures based on real constant thickness values of shell elements. The shell elements are then plotted with pressure contours having the same values as the thicknesses.""<br>""Select the desired shell elements to be plotted before running macro. After running macro, DO NOT SAVE. Exit without saving as erronious pressures will be applied to model.""</i>",698,10,1
Macros,Prep7 GeneralUse,TCHKPLOT,"Sung-Chul Lee (Engineering Systems & Consulting, Inc.)",http://ansys.net/macros/tchkplot.mac,"Macro to create shell thickness plot into 8-color contour band by respecifying element color properties.
",699,10,5
Undocu,Solution,ASSOPTION,,http://ansys.net/,"<i>ASSOPTION,,FRONTAL</i><br>
Resets element assembly option to frontal assembly rather than symbolic assembly for the sparse solver at 6.0.<p></p>

<i>ASSOPTION,,,,0.0</i><br>
Do not drop non-zero terms from global matrix.<p></p>

<i>ASSOPTION,,,,,sing</i><br>
For DANSYS, uses single core to assemble.</p></p>

<i>ASSOPTION,,pcg</i><br>
Use symbolic assembly (default behavior from 6.0).


",700,10,4
Undocu,APDL,*VFUN,,http://ansys.net/,"<i>*VFUN,uv(1,1),ACORD,xyz(1,1),areanum</i><br>
Gets (u,v) 'natural' coordinates of a point lying on an area <i>areanum</i> when the global coordinates (x,y,z) are known.<br>
uv is dimensioned (npoints,2)<br>
xyz is dimensioned (npoints,3)<br>
areanum is area number<p></p>

<i>*VFUN,xyz(1,1),GCORD,uv(1,1),areanum</i><br>
The GCORD option is the inverse of the ACORD option.",701,4,5
Macros,Prep7 GeneralUse,IM82,(IDAC),http://ansys.net/macros/im82.mac,"<i>""A macro that avoids the need for repetitive work when creating areas from many closed loops of Line geometry in ANSYS. This is particularly useful when the analyst has been supplied Line geometry containing many closed loops via CAD or has created closed loops that need to be converted to Areas for element meshing purposes.""</i>
",702,10,2
Macros,Prep7,IM94,Tim Atchison (IDAC),http://ansys.net/macros/im94.mac,"<i>""A macro that makes it simple for users to apply a free moment to an area (or group of areas). It avoids the need to create ""spider-webs"" of stiff beams and only asks the user to enter the areas or component required and the magnitude of the moment. By providing simple access to the RBE3 command it doesn't stiffen the surface in the same way that stiff beams will and at the same time does all the setting up and implementing of RBE3 for you.""</i>",703,10,14
Undocu,Configuration,tlbrlist61.ans,,http://ansys.net/,"Although undocumented, tlbrlist61.ans can be used to create customized toolbars.  Copy this configuration file to your home or working directory.  The contents of ""tlbrlist61.ans"" contain filenames, and these can be changed to point to different files.
<p>The actual toolbar information is contained in ANSYSSTANDARD.TLB (icon toolbar) and ANSYSABBR.TLB (abbreviation toolbar).  These can be copied and modified to suit one's needs, although one should know some Tcl/Tk and ANSYS to do this.</p>",704,3.333333333,3
Macros,Prep7 GeneralUse,DGNR8,Eric Miller (PADT),http://ansys.net/macros/dgnr8.mac,"<i>""Finds degenerate 2D and 3D elements (i.e., when nodes 3 and 4 are identical), selects them, and then plots them.  This works for many cases, such as SOLID45 or PLANE82, etc.  Does not work for lower- or higher-order pyramids, but macro can easily be modified for these cases.""</i>",705,10,2
Macros,GeneralUse,ROUND,Gordon May (Rolls Royce Compressor Key System),http://ansys.net/macros/round.mac,Macro to round a parameter to a specified number of digits.,706,10,3
Tips Undocu,Sheldon StructuralGeneral StructuralNonlin,"CERIG vs RBE3, RIGID184 [ZIP]","Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/tips_sheldon/STI07_CERIG_RBE3_RIGID184.zip,"<i>""Constraint equations provide many useful features in ANSYS, such as tying together dissimilar meshes, representing parts of the system not explicitly modeled, or distributing loads. Two automated methods of generating constraint equations are the CERIG and RBE3 commands. Because there is often confusion over their use, this memo hopes to provide some information on differences between the two methods.<br>""Constraint equations in ANSYS are linear, so they are not valid for large-rotation analyses. RIGID184 is a beta element in version 6.1 which provides rigid link/beam capabilities, valid for large-rotation problems. The latter part of this memo will cover some details of this undocumented feature, available in 6.1.""</i><br>
(Week 19, week of 07/08/02.) ",707,9.930555556,72
Macros,Prep7,VARTHK,(CAEAI),http://ansys.net/macros/varthk.mac,"<i>""This macro applies a varying shell thickness based on a given function.""</i>",708,10,3
Tips Undocu,StructuralNonlin,Stress vs Strain Experimental Curve,"Guoyu Lin (ANSYS, Inc.)",http://ansys.net/?mycat=tnt_guoyu2,"Discussion on stress vs. strain curves, plasticity, element formulation, necking, and undocumented NLISO option.",709,9.444444444,9
Papers,Electronics Flotran,FLOTRAN Chills Out Hot Aerospace Electronics,"Mark Troscinski, Jiang Guangnan, Zhang Minyi",http://ansys.net/papers/flotran_chills_out.pdf,"Examples of use of Flotran for electronics applications.<br>
From ANSYS Solutions, Vol. 4 Number 2.
",710,9.375,8
Papers,Electronics,ANSYS Multiphysics Capabilities for MEMS Modeling and Simulation - Part 1 of 3,"Jan Mehner, Juergen Wibbeler",http://ansys.net/papers/mems/mems_1_of_3.pdf,"Part 1 of 3: Analyzing electrostatic-structural interactions in Micro Electro Mechanical Systems<br>
ANSYS Solutions Vol. 3, Number 2",711,10,5
Papers,Electronics,ANSYS Multiphysics Capabilities for MEMS Modeling and Simulation - Part 2 of 3,"Jan Mehner, Juergen Wibbeler",http://ansys.net/papers/mems/mems_2_of_3.pdf,"Part 2 of 3: Analyzing fluid-structural interactions<br>
ANSYS Solutions Vol. 3, Number 3",712,10,4
Papers,Electronics,ANSYS Multiphysics Capabilities for MEMS Modeling and Simulation - Part 3 of 3,"Jan Mehner, Juergen Wibbeler, Fouad Bennini",http://ansys.net/papers/mems/mems_3_of_3.pdf,"Part 3 of 3: Exporting macromodels for circuit and
system simulation tools.<br>
ANSYS Solutions Vol. 3, Number 4",713,10,3
Macros,GeneralUse,CMREVIEW,Tom Glade (PACCAR Technical Center),http://ansys.net/macros/cmreview.mac,"Reviews defined components of a specific type (node, element, keypoint, line, area, or volume components).
",714,10,1
Tips,Sheldon StructuralGeneral,Using PSOLVE [ZIP],"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/tips_sheldon/STI08_PSOLVE.zip,"Although most often used for large-deflection prestressed modal analyses, PSOLVE has other applications which make it attractive to use, especially for large models.
<p>PSOLVE can be used for the following situations:</p>
<ul>
<li>Precise mass calculations
<li>Detailed listing of contact pair information
<li>Evaluation of tabular boundary conditions and loads
</ul>
<p>Since PSOLVE is a partial solution (namely, calculation of element matrices), it is usually much faster than performing an actual solution. Hence, the user may obtain any (or all) of the above three types of information prior to running an actual analysis, which can be a valuable way of verifying model input and settings prior to solution.</p>
(Week 20, week of 07/14/02.) ",715,8.095238095,21
Undocu,Configuration,ANSYSSTANDARD.TLB,,http://ansys.net/,"You can swap the command line to the bottom by making a small change to the GUI resource file:
<p>In your ANSYS 6.1 directory, go to docu/english/toolbars.  Edit ANSYSSTANDARD.TLB and change the line that says:</p>
<samp>
*ANS_STD.location: n
</samp><br>
to<br>
<samp>
*ANS_STD.location: s
</samp><br>
[where ""n"" is for north and ""s"" is for south]
<p>Likewise, to change the location of the ""Main Menu"" from left to right, edit:</p>
<samp>
*ANS_MAIN.location: w
</samp><br>
to<br>
<samp>
*ANS_MAIN.location: e
</samp><br>
[where ""w"" is for west and ""e"" is for east]",716,10,3
Macros,GeneralUse,DEMOTLBR,(PADT),http://ansys.net/macros/demotlbr.zip,"<i>""To use this demonstration of the ANSYS toolbar capabilities extract these files to your working directory.  You must then copy the tlbrlist61.ans file from the ANSYS installation docu/english/tlbrlist61.ans to your working directory.  Add DEMO.TLB to the bottom of the file.  Run ANSYS and then move the split bar at the bottom up to show the bottom pane where the demo toolbar is embedded.""</i><br>
Example showing how to customize the ANSYS 6.1 Toolbar.",717,10,3
Macros,GeneralUse,SORT2D,"Ashok K. (EACoE, Bangalore)",http://ansys.net/macros/sort2d.mac,"Ansys macro to sort a given numeric array (2d)
<p><i>I usually get all the nodal coordinates into an array (call it NodeInfo) with
node numbers in col 1;
X,Y and Z coords in columns 2, 3 and 4 respectively.</i></p>
<p><i>Then lets say I want to sort by the Z- coord followed by the X-coord and then
the Y-coord I call the macro</i></p>
<samp>
sort_by_cols, 'NodeInfo', 4,2,3
</samp>
<p><i>The tolerance is something which you may or may not need. Depends on your application.  If you just want to compare upto full decimal accuracy leave the tolerance
value at zero.</i></p>",718,6.25,4
Macros,Solution GeneralUse,Pressure Mapping Example,Bob Weathers (Trane),http://ansys.net/macros/PressureMappingExample.zip,"An example which demonstrates mapping between dissimilar meshes and element types.
<p><i>At the bottom of the macro is an example of how to apply the mapped results from the first model onto the second using a TABLe.  The TABLe uses the second model's node numbers (sorted and stored in ascending order) to index into the TABLe.  This results in a very efficient way to map boundary conditions that's fast and uses minimum memory.</i></p>",719,7.916666667,12
Papers,Miscellaneous,Unofficial History of ANSYS,Shen-Yeh Chen (Honeywell),http://ansys.net/papers/ANS-history.txt,This is an unofficial history of Dr. Swanson and ANSYS.,720,7.105263158,19
Papers,Miscellaneous Solvers,Multi-Criteria Shape Optimization of a Funnel in Cathode Ray Tubes Using Response Surface Model,"Tae Hee Lee, Kwangki Lee, Kwang Soon Lee",http://ansys.net/papers/3rdASMO-UK-THLeeKKLee.pdf,"<i>""The ultimate goal of simulation that represents the behaviour of structures is to optimize their response performances within the specific requirements and needs with respect to the design variables. The first step of the design of cathode ray tubes is to design the glass geometry, called funnel geometry, to endure the vacuum stress because it is a main structure of cathode ray tubes. In order to create 3-dimensional funnel geometry in the cathode ray tubes, higher order response surface model is used instead of NURBS (non-uniform rational B-splines) or Bezier curve because it is more robust for understanding the geometry change in finite element analysis. By combining finite element analysis, response surface model and sequential quadratic programming within the process integration framework, the shape optimization of a funnel is successfully performed and the maximum stress is reduced to almost half of the current one.""</i>",721,7.142857143,7
Papers,Electronics,Thermal Finite Elements Analysis of the BaBar Silicon Vertex Tracker,"D. Barni, D. Giugni, F. Lanni, F. Palombo",http://ansys.net/papers/BaBar295.pdf,"<i>""In this note we present nite elements calculations of the thermal behavior of the BaBar silicon vertex tracker. Layers 1-2, 3 and 5 have been studied. Results show the adequacy of the cooling system in keeping the front-end chips into their optimal working condition. Thermo-mechanical results of layers 1-2 are also presented.""</i>",722,10,4
Papers,Electronics,ATLAS TRT Barrel Electronics Cooling: Duke mockup measurements and FEA calculations,"W. Ebenstein, J. Fowler, S. Oh, V. Vassilakopoulos, and C. Wang",http://ansys.net/papers/coolingreview.pdf,"<i>""This report summarizes measurements and calculations using the most recently proposed cooling scheme. Heat generated by the ASDBLR and DTMROC stamp boards is conducted to an aluminum plate sandwiched between the upper and lower stamp boards (hereafter referred to as the 'middle cooling plate'). The heat is then carried up through a vertical aluminum post, and finally to a large aluminum plate above all of the upper stamp boards (the 'upper cooling plate'), to which cooling tubes are attached.""</i>",724,10,1
Papers,Miscellaneous,Disruption Load Calculations Using ANSYS Transient Electromagnetic Simulations for the ALCATOR C-MOD Antennas,Peter H. Titus,http://ansys.net/papers/disrpap.pdf,"<i>""ANSYS has been used to compute eddy current loads in C-Mod antenna components due to a disruption. The antennas are on the outbuard mid-plane, away from the direct involvement with halo currents, which characterize loading in the inner divertor and wall. Only inductively driven currents are computed. A rather complex but manageable electromagnetic model is used. Three of the antennas used in C-Mod were analyzed, Lower Hybrid, ICRH, and MHD antennas. The goal of these simulations was principally to quantify upper bound disruption loads.""</i>",725,9.583333333,12
Papers,Automotive,"Physics first, using ANSYS to define the design: Real-life examples from the automotive supplier company Mannesmann VDO",Zlatko Penzar,http://ansys.net/papers/end02111b_pdf.pdf,"<i>""In many non-standard engineering development applications it strongly pays off to invest an effort into understanding the physics of the problem prior to undertaking complex numerical simulations. The better the knowledge of the leading physical effects in a complex system, the simpler and more cost-efficient the analytical model can be. Moreover, the understanding of the most important physical driving effects often enables one to build a simplified, closed-form mathematical effective model. Such models usually give insight into the interplay of various parameters governing the physical behavior of the complex system. In this way, a fast pre-optimization of the desired features is often possible. Subsequently, the rich arsenal of ANSYS multiphysics capabilities can be used to refine the judgements and obtain the desired quantitative solutions.""</i>",726,8.333333333,15
